name,mode,generator_hz,dial_hz,samples,peak_hz,tone_dbfs,prominence_db,clipped,status_before,status_during
usb_on,USB,14075000,14074000,36000,950.0,-4.870077220876011,114.65727409281614,0,"ZZST1,00,0000000000,0000000000,0000000000,0000000000;","ZZST1,00,0000000000,0000000000,0000000000,0000000000;"
usb_away,USB,14124000,14074000,36000,1133.0,-102.88668417650794,20.632548019398172,0,"ZZST1,00,0000000000,0000000000,0000000000,0000000000;","ZZST1,00,0000000000,0000000000,0000000000,0000000000;"
usb_return,USB,14075000,14074000,36000,950.0,-4.593064055428739,114.76205658904131,0,"ZZST1,00,0000000000,0000000000,0000000000,0000000000;","ZZST1,00,0000000000,0000000000,0000000000,0000000000;"
lsb_reject_positive,LSB,14075000,14074000,36000,950.0,-81.16848450968604,43.06867830477246,0,"ZZST1,00,0000000000,0000000000,0000000000,0000000000;","ZZST1,00,0000000000,0000000000,0000000000,0000000000;"
lsb_on,LSB,14073000,14074000,36000,1050.0,-4.4463915964920995,114.82837770192945,0,"ZZST1,00,0000000000,0000000000,0000000000,0000000000;","ZZST1,00,0000000000,0000000000,0000000000,0000000000;"
lsb_away,LSB,14124000,14074000,36000,2000.0,-111.616241508313,35.493263781073026,0,"ZZST1,00,0000000000,0000000000,0000000000,0000000000;","ZZST1,00,0000000000,0000000000,0000000000,0000000000;"
lsb_return,LSB,14073000,14074000,36000,1050.0,-4.347371808304777,114.723503713052,0,"ZZST1,00,0000000000,0000000000,0000000000,0000000000;","ZZST1,00,0000000000,0000000000,0000000000,0000000000;"
usb_reject_negative,USB,14073000,14074000,36000,1050.0,-84.08786313865869,39.992959034559476,0,"ZZST1,00,0000000000,0000000000,0000000000,0000000000;","ZZST1,00,0000000000,0000000000,0000000000,0000000000;"
usb_fine49,USB,14075000,14074049,36000,901.0,-5.0400080082906555,114.18945788200838,0,"ZZST1,00,0000000000,0000000000,0000000000,0000000000;","ZZST1,00,0000000000,0000000000,0000000000,0000000000;"
usb_fine_return,USB,14075000,14074000,36000,950.0,-6.049564798396368,114.64219949178553,0,"ZZST1,00,0000000000,0000000000,0000000000,0000000000;","ZZST1,00,0000000000,0000000000,0000000000,0000000000;"
